ID,Pred
2019_Liberty_ St. Mary's CA,0.3448649023
2019_Liberty_Syracuse,0.2482258909
2019_Liberty_Temple,0.3935491897
2019_Liberty_Tennessee,0.0755242976
2019_Liberty_Texas Tech,0.1201409175
2019_Liberty_UC Irvine,0.3731321964
2019_Liberty_UCF,0.3293136871
2019_Liberty_Utah St,0.2866141977
2019_Liberty_VA CommonWealth,0.314628019
2019_Liberty_Vermont,0.5003526328
2019_Liberty_Villanova,0.1854941143
2019_Liberty_Virginia,0.0578740983
2019_Liberty_Virginia Tech,0.1569643092
2019_Liberty_Washington,0.2011692478
2019_Liberty_Wisconsin,0.1413576786
2019_Liberty_Wofford,0.2722247152
2019_Liberty_Yale,0.6279145126
2019_Louisville_LSU,0.4006847554
2019_Louisville_Marquette,0.4885519538
2019_Louisville_Maryland,0.4831022083
2019_Louisville_Michigan,0.2499794066
2019_Louisville_Michigan St,0.2362575147
2019_Louisville_Minnesota,0.5481097715
2019_Louisville_Mississippi,0.6293025424
2019_Louisville_Mississippi ST,0.4738623413
2019_Louisville_Montana,0.8578968897
2019_Louisville_Murray St,0.7834189016
2019_Louisville_N Dakota St,0.940016059
2019_Louisville_N Kentucky,0.8184869758
2019_Louisville_NC Central,0.9819817202
2019_Louisville_Nevada,0.4878157293
2019_Louisville_New Mexico St,0.6545605921
2019_Louisville_North Carolina,0.2565085798
2019_Louisville_Northeastern,0.8225411409
2019_Louisville_Ohio St,0.5858067477
2019_Louisville_Oklahoma,0.5704979891
2019_Louisville_Old Dominion,0.7839135397
2019_Louisville_Oregon,0.6037541109
2019_Louisville_Prairie View,0.9519294296
2019_Louisville_Purdue,0.3716042602
2019_Louisville_Seton Hall,0.641082706
2019_Louisville_St John's,0.7018989927
2019_Louisville_ St. Louis,0.8040789368
2019_Louisville_ St. Mary's CA,0.6758494384
2019_Louisville_Syracuse,0.5666888263
2019_Louisville_Temple,0.7199136619
2019_Louisville_Tennessee,0.2444710134
2019_Louisville_Texas Tech,0.3510002366
2019_Louisville_UC Irvine,0.7021690268
2019_Louisville_UCF,0.6604185918
2019_Louisville_Utah St,0.614096708
2019_Louisville_VA CommonWealth,0.6451711936
2019_Louisville_Vermont,0.7986473236
2019_Louisville_Villanova,0.474245922
2019_Louisville_Virginia,0.1956955005
2019_Louisville_Virginia Tech,0.4244480424
2019_Louisville_Washington,0.4993621063
2019_Louisville_Wisconsin,0.3946976398
2019_Louisville_Wofford,0.5970254896
2019_Louisville_Yale,0.8698611154
2019_LSU_Marquette,0.5872361141
2019_LSU_Maryland,0.5819380873
2019_LSU_Michigan,0.3317300482
2019_LSU_Michigan St,0.3154078157
2019_LSU_Minnesota,0.6436834918
2019_LSU_Mississippi,0.7165835181
2019_LSU_Mississippi ST,0.572903037
2019_LSU_Montana,0.8999151753
2019_LSU_Murray St,0.8434405917
2019_LSU_N Dakota St,0.9589154798
2019_LSU_N Kentucky,0.8703979046
2019_LSU_NC Central,0.9878300076
2019_LSU_Nevada,0.5865217185
2019_LSU_New Mexico St,0.7383670224
2019_LSU_North Carolina,0.3394281363
2019_LSU_Northeastern,0.8734718557
2019_LSU_Ohio St,0.6780901568
2019_LSU_Oklahoma,0.6642372685
2019_LSU_Old Dominion,0.8438254764
2019_LSU_Oregon,0.6941266916
2019_LSU_Prairie View,0.9672061988
2019_LSU_Purdue,0.4682952918
2019_LSU_Seton Hall,0.7267941872
2019_LSU_St John's,0.778113873
2019_LSU_ St. Louis,0.8594026045
2019_LSU_ St. Mary's CA,0.7564130571
2019_LSU_Syracuse,0.6607651121
2019_LSU_Temple,0.7928818518
2019_LSU_Tennessee,0.3252013197
2019_LSU_Texas Tech,0.4461363258
2019_LSU_UC Irvine,0.7783366709
2019_LSU_UCF,0.7433610444
2019_LSU_Utah St,0.7032697521
2019_LSU_VA CommonWealth,0.7303170416
2019_LSU_Vermont,0.8552286073
2019_LSU_Villanova,0.5732794344
2019_LSU_Virginia,0.2659894796
2019_LSU_Virginia Tech,0.5234356993
2019_LSU_Washington,0.5976781158
2019_LSU_Wisconsin,0.4926863574
2019_LSU_Wofford,0.6881400009
2019_LSU_Yale,0.9087181312
2019_Marquette_Maryland,0.4934808548
2019_Marquette_Michigan,0.2578481044
2019_Marquette_Michigan St,0.2438347051
2019_Marquette_Minnesota,0.5583763493
2019_Marquette_Mississippi,0.6389396157
2019_Marquette_Mississippi ST,0.4842284419
2019_Marquette_Montana,0.8628859958
2019_Marquette_Murray St,0.7903839542
2019_Marquette_N Dakota St,0.942315897
2019_Marquette_N Kentucky,0.8245767984
2019_Marquette_NC Central,0.9827021654
2019_Marquette_Nevada,0.4981980391
2019_Marquette_New Mexico St,0.6638917359
2019_Marquette_North Carolina,0.2645103175
2019_Marquette_Northeastern,0.8285234414
2019_Marquette_Ohio St,0.5958483848
2019_Marquette_Oklahoma,0.5806450833
2019_Marquette_Old Dominion,0.7908669316
2019_Marquette_Oregon,0.6136476015
2019_Marquette_Prairie View,0.9537949501
2019_Marquette_Purdue,0.3813547891
2019_Marquette_Seton Hall,0.6505835725
2019_Marquette_St John's,0.7105169356
2019_Marquette_ St. Louis,0.8105402598
2019_Marquette_ St. Mary's CA,0.6848823653
2019_Marquette_Syracuse,0.5768591652
2019_Marquette_Temple,0.728212471
2019_Marquette_Tennessee,0.2522246307
2019_Marquette_Texas Tech,0.3605203035
2019_Marquette_UC Irvine,0.7107823798
2019_Marquette_UCF,0.6696713532
2019_Marquette_Utah St,0.6238928307
2019_Marquette_VA CommonWealth,0.6546221399
2019_Marquette_Vermont,0.8052443899
2019_Marquette_Villanova,0.4846126848
2019_Marquette_Virginia,0.2023164051
2019_Marquette_Virginia Tech,0.4346261281
2019_Marquette_Washington,0.5097455862
2019_Marquette_Wisconsin,0.4046639081
2019_Marquette_Wofford,0.6069776184
2019_Marquette_Yale,0.8744916216
2019_Maryland_Michigan,0.2620450128
2019_Maryland_Michigan St,0.2478797049
2019_Maryland_Minnesota,0.5637491286
2019_Maryland_Mississippi,0.6439572344
2019_Maryland_Mississippi ST,0.4896788564
2019_Maryland_Montana,0.865446839
2019_Maryland_Murray St,0.7939755915
2019_Maryland_N Dakota St,0.9434904008
2019_Maryland_N Kentucky,0.8277102729
2019_Maryland_NC Central,0.9830691405
2019_Maryland_Nevada,0.5036521484
2019_Maryland_New Mexico St,0.6687423734
2019_Maryland_North Carolina,0.2687763927
2019_Maryland_Northeastern,0.8316008166
2019_Maryland_Ohio St,0.6010909677
2019_Maryland_Oklahoma,0.5859478373
2019_Maryland_Old Dominion,0.7944524455
2019_Maryland_Oregon,0.6188070066
2019_Maryland_Prairie View,0.9547469536
2019_Maryland_Purdue,0.3865150162
2019_Maryland_Seton Hall,0.6555266161
2019_Maryland_St John's,0.714983566
2019_Maryland_ St. Louis,0.8138678638
2019_Maryland_ St. Mary's CA,0.6895717185
2019_Maryland_Syracuse,0.5821753435
2019_Maryland_Temple,0.732508856
2019_Maryland_Tennessee,0.2563616254
2019_Maryland_Texas Tech,0.3655652016
2019_Maryland_UC Irvine,0.7152465559
2019_Maryland_UCF,0.6744794784
2019_Maryland_Utah St,0.6289981365
2019_Maryland_VA CommonWealth,0.6595379497
2019_Maryland_Vermont,0.8086430492
2019_Maryland_Villanova,0.4900633149
2019_Maryland_Virginia,0.2058601607
2019_Maryland_Virginia Tech,0.4399945147
2019_Maryland_Washington,0.5151963211
2019_Maryland_Wisconsin,0.4099305438
2019_Maryland_Wofford,0.6121698013
2019_Maryland_Yale,0.8768666405
2019_Michigan_Michigan St,0.4802983299
2019_Michigan_Minnesota,0.7837232427
2019_Michigan_Mississippi,0.8353029396
2019_Michigan_Mississippi ST,0.7290513337
2019_Michigan_Montana,0.9474690517
2019_Michigan_Murray St,0.915302093
2019_Michigan_N Dakota St,0.9790876418
2019_Michigan_N Kentucky,0.9308995972
2019_Michigan_NC Central,0.9938957477
2019_Michigan_Nevada,0.7399510321
2019_Michigan_New Mexico St,0.8498733031
2019_Michigan_North Carolina,0.5075658426
2019_Michigan_Northeastern,0.9326495853
2019_Michigan_Ohio St,0.8086277341
2019_Michigan_Oklahoma,0.79872491
2019_Michigan_Old Dominion,0.915528007
2019_Michigan_Oregon,0.8198885893
2019_Michigan_Prairie View,0.9833782466
2019_Michigan_Purdue,0.6385601267
2019_Michigan_Seton Hall,0.8421784928
2019_Michigan_St John's,0.8755358005
2019_Michigan_ St. Louis,0.9245925026
2019_Michigan_ St. Mary's CA,0.8616691399
2019_Michigan_Syracuse,0.7962168318
2019_Michigan_Temple,0.8847798466
2019_Michigan_Tennessee,0.4915356566
2019_Michigan_Texas Tech,0.6177042687
2019_Michigan_UC Irvine,0.8756764057
2019_Michigan_UCF,0.8531621805
2019_Michigan_Utah St,0.8262136054
2019_Michigan_VA CommonWealth,0.8445317831
2019_Michigan_Vermont,0.9221785862
2019_Michigan_Villanova,0.7293551281
2019_Michigan_Virginia,0.4209298943
2019_Michigan_Virginia Tech,0.6878143433
2019_Michigan_Washington,0.7487410691
2019_Michigan_Wisconsin,0.6607980669
2019_Michigan_Wofford,0.815709849
2019_Michigan_Yale,0.952311056
2019_Michigan St_Minnesota,0.7960980725
2019_Michigan St_Mississippi,0.845309024
2019_Michigan St_Mississippi ST,0.743530672
2019_Michigan St_Montana,0.9510598076
2019_Michigan St_Murray St,0.9209080759
2019_Michigan St_N Dakota St,0.9805614489
2019_Michigan St_N Kentucky,0.9355459106
2019_Michigan St_NC Central,0.9943319889
2019_Michigan St_Nevada,0.7540444024
2019_Michigan St_New Mexico St,0.8591434458
2019_Michigan St_North Carolina,0.5261889747
2019_Michigan St_Northeastern,0.9371861693
2019_Michigan St_Ohio St,0.8199050401
2019_Michigan St_Oklahoma,0.8104489832
2019_Michigan St_Old Dominion,0.9211203257
2019_Michigan St_Oregon,0.8306412899
2019_Michigan St_Prairie View,0.9845544417
2019_Michigan St_Purdue,0.6555907962
2019_Michigan St_Seton Hall,0.8518409484
2019_Michigan St_St John's,0.883438649
2019_Michigan St_ St. Louis,0.9296308472
2019_Michigan St_ St. Mary's CA,0.8703220436
2019_Michigan St_Syracuse,0.8080518893
2019_Michigan St_Temple,0.8921680343
2019_Michigan St_Tennessee,0.5101799844
2019_Michigan St_Texas Tech,0.6351561713
2019_Michigan St_UC Irvine,0.8835715137
2019_Michigan St_UCF,0.8622621527
2019_Michigan St_Utah St,0.8366639264
2019_Michigan St_VA CommonWealth,0.8540751254
2019_Michigan St_Vermont,0.9273655461
2019_Michigan St_Villanova,0.7438239364
2019_Michigan St_Virginia,0.4392094498
2019_Michigan St_Virginia Tech,0.7036014477
2019_Michigan St_Washington,0.762510957
2019_Michigan St_Wisconsin,0.6773104168
2019_Michigan St_Wofford,0.8266592782
2019_Michigan St_Yale,0.9555863512
2019_Minnesota_Mississippi,0.5822284785
2019_Minnesota_Mississippi ST,0.4250824121
2019_Minnesota_Montana,0.8321068896
2019_Minnesota_Murray St,0.7480812284
2019_Minnesota_N Dakota St,0.927876751
2019_Minnesota_N Kentucky,0.7873177182
2019_Minnesota_NC Central,0.9781377326
2019_Minnesota_Nevada,0.4387973575
2019_Minnesota_New Mexico St,0.608699591
2019_Minnesota_North Carolina,0.2207170341
2019_Minnesota_Northeastern,0.7918910504
2019_Minnesota_Ohio St,0.5372706581
2019_Minnesota_Oklahoma,0.5216328874
2019_Minnesota_Old Dominion,0.7486306769
2019_Minnesota_Oregon,0.5557261403
2019_Minnesota_Prairie View,0.9420524761
2019_Minnesota_Purdue,0.3268122821
2019_Minnesota_Seton Hall,0.5945407479
2019_Minnesota_St John's,0.6590490891
2019_Minnesota_ St. Louis,0.7711273832
2019_Minnesota_ St. Mary's CA,0.6312224235
2019_Minnesota_Syracuse,0.5177566827
2019_Minnesota_Temple,0.6784670236
2019_Minnesota_Tennessee,0.2098849543
2019_Minnesota_Texas Tech,0.3074765935
2019_Minnesota_UC Irvine,0.6593390999
2019_Minnesota_UCF,0.6148777237
2019_Minnesota_Utah St,0.5664220815
2019_Minnesota_VA CommonWealth,0.5988276383
2019_Minnesota_Vermont,0.7650491711
2019_Minnesota_Villanova,0.4254584369
2019_Minnesota_Virginia,0.1664892768
2019_Minnesota_Virginia Tech,0.3771089414
2019_Minnesota_Washington,0.4502033301
2019_Minnesota_Wisconsin,0.3486665466
2019_Minnesota_Wofford,0.5487914583
2019_Minnesota_Yale,0.8458523257
2019_Mississippi_Mississippi ST,0.3456686458
2019_Mississippi_Montana,0.7797901319
2019_Mississippi_Murray St,0.6796612045
2019_Mississippi_N Dakota St,0.9018837714
2019_Mississippi_N Kentucky,0.7256459634
2019_Mississippi_NC Central,0.9696664768
2019_Mississippi_Nevada,0.3584187256
2019_Mississippi_New Mexico St,0.526390377
2019_Mississippi_North Carolina,0.1683057917
2019_Mississippi_Northeastern,0.7310924907
2019_Mississippi_Ohio St,0.4534279109
2019_Mississippi_Oklahoma,0.4379209735
2019_Mississippi_Old Dominion,0.680296106
2019_Mississippi_Oregon,0.4719407249
2019_Mississippi_Prairie View,0.9207319312
2019_Mississippi_Purdue,0.257533515
2019_Mississippi_Seton Hall,0.5116427158
2019_Mississippi_St John's,0.5800235139
2019_Mississippi_ St. Louis,0.7065109552
2019_Mississippi_ St. Mary's CA,0.5501495642
2019_Mississippi_Syracuse,0.4341023295
2019_Mississippi_Temple,0.6012188343
2019_Mississippi_Tennessee,0.1595193619
2019_Mississippi_Texas Tech,0.2408303249
2019_Mississippi_UC Irvine,0.5803379406
2019_Mississippi_UCF,0.5328707586
2019_Mississippi_Utah St,0.4827764205
2019_Mississippi_VA CommonWealth,0.5160927025
2019_Mississippi_Vermont,0.6993856857
2019_Mississippi_Villanova,0.3460167013
2019_Mississippi_Virginia,0.1248912009
2019_Mississippi_Virginia Tech,0.301950459
2019_Mississippi_Washington,0.3691095419
2019_Mississippi_Wisconsin,0.2766589495
2019_Mississippi_Wofford,0.4649573678
2019_Mississippi_Yale,0.7967726583
2019_Mississippi ST_Montana,0.8697007762
2019_Mississippi ST_Murray St,0.7999668488
2019_Mississippi ST_N Dakota St,0.9454325388
2019_Mississippi ST_N Kentucky,0.8329269458
2019_Mississippi ST_NC Central,0.9836745619
2019_Mississippi ST_Nevada,0.5129066229
2019_Mississippi ST_New Mexico St,0.6768934222
2019_Mississippi ST_North Carolina,0.2761159351
2019_Mississippi ST_Northeastern,0.8367229273
2019_Mississippi ST_Ohio St,0.6099357112
2019_Mississippi ST_Oklahoma,0.594902059
2019_Mississippi ST_Old Dominion,0.8004333213
2019_Mississippi ST_Oregon,0.627502367
2019_Mississippi ST_Prairie View,0.9563201336
2019_Mississippi ST_Purdue,0.395331443
2019_Mississippi ST_Seton Hall,0.6638393906
2019_Mississippi ST_St John's,0.7224689903
2019_Mississippi ST_ St. Louis,0.8194122198
2019_Mississippi ST_ St. Mary's CA,0.6974421177
2019_Mississippi ST_Syracuse,0.5911542235
2019_Mississippi ST_Temple,0.7397015778
2019_Mississippi ST_Tennessee,0.2634843125
2019_Mississippi ST_Texas Tech,0.3741952367
2019_Mississippi ST_UC Irvine,0.7227277518
2019_Mississippi ST_UCF,0.6825563691
2019_Mississippi ST_Utah St,0.6375971728
2019_Mississippi ST_VA CommonWealth,0.6678029785
2019_Mississippi ST_Vermont,0.8143075286
2019_Mississippi ST_Villanova,0.4993192842
2019_Mississippi ST_Virginia,0.2119796977
2019_Mississippi ST_Virginia Tech,0.449137734
2019_Mississippi ST_Washington,0.5244387905
2019_Mississippi ST_Wisconsin,0.418916365
2019_Mississippi ST_Wofford,0.6209238155
2019_Mississippi ST_Yale,0.8808092604
2019_Montana_Murray St,0.3736733918
2019_Montana_N Dakota St,0.721040311
2019_Montana_N Kentucky,0.4265203801
2019_Montana_NC Central,0.8998891558
2019_Montana_Nevada,0.1357626786
2019_Montana_New Mexico St,0.2381143573
2019_Montana_North Carolina,0.0538403854
2019_Montana_Northeastern,0.4332673687
2019_Montana_Ohio St,0.189151181
2019_Montana_Oklahoma,0.1797106476
2019_Montana_Old Dominion,0.3743564931
2019_Montana_Oregon,0.2008387712
2019_Montana_Prairie View,0.7655995782
2019_Montana_Purdue,0.088868217
2019_Montana_Seton Hall,0.22756256
2019_Montana_St John's,0.2797231687
2019_Montana_ St. Louis,0.4036675382
2019_Montana_ St. Mary's CA,0.255892115
2019_Montana_Syracuse,0.1774328207
2019_Montana_Temple,0.2977241395
2019_Montana_Tennessee,0.0506656097
2019_Montana_Texas Tech,0.0818977102
2019_Montana_UC Irvine,0.2799833314
2019_Montana_UCF,0.2428656754
2019_Montana_Utah St,0.2079006174
2019_Montana_VA CommonWealth,0.2307090127
2019_Montana_Vermont,0.3954808811
2019_Montana_Villanova,0.129509807
2019_Montana_Virginia,0.0385824845
2019_Montana_Virginia Tech,0.108444204
2019_Montana_Washington,0.1412745736
2019_Montana_Wisconsin,0.0971061378
2019_Montana_Wofford,0.1963751294
2019_Montana_Yale,0.5243654392
2019_Murray St_N Dakota St,0.8118164221
2019_Murray St_N Kentucky,0.5538321069
2019_Murray St_NC Central,0.937510071
2019_Murray St_Nevada,0.2077221887
2019_Murray St_New Mexico St,0.3428054728
2019_Murray St_North Carolina,0.0867357661
2019_Murray St_Northeastern,0.5606242401
2019_Murray St_Ohio St,0.2802329255
2019_Murray St_Oklahoma,0.2677475854
2019_Murray St_Old Dominion,0.4996640784
2019_Murray St_Oregon,0.2954974487
2019_Murray St_Prairie View,0.8449928529
2019_Murray St_Purdue,0.139998254
2019_Murray St_Seton Hall,0.3296215289
2019_Murray St_St John's,0.3932654183
2019_Murray St_ St. Louis,0.5304676538
2019_Murray St_ St. Mary's CA,0.3646584444
2019_Murray St_Syracuse,0.2647139919
2019_Murray St_Temple,0.4143696282
2019_Murray St_Tennessee,0.0817889427
2019_Murray St_Texas Tech,0.1295876851
2019_Murray St_UC Irvine,0.3935734803
2019_Murray St_UCF,0.3486897248
2019_Murray St_Utah St,0.3046189767
2019_Murray St_VA CommonWealth,0.3335697369
2019_Murray St_Vermont,0.5219602777
2019_Murray St_Villanova,0.1989178821
2019_Murray St_Virginia,0.062774095
2019_Murray St_Virginia Tech,0.1687511984
2019_Murray St_Washington,0.2154273594
2019_Murray St_Wisconsin,0.1521841811
2019_Murray St_Wofford,0.2896926326
2019_Murray St_Yale,0.6478877696
2019_N Dakota St_N Kentucky,0.2227085626
2019_N Dakota St_NC Central,0.7759301192
2019_N Dakota St_Nevada,0.0570638289
2019_N Dakota St_New Mexico St,0.1074617398
2019_N Dakota St_North Carolina,0.0214514843
2019_N Dakota St_Northeastern,0.2275105547
2019_N Dakota St_Ohio St,0.0824568776
2019_N Dakota St_Oklahoma,0.0778303184
2019_N Dakota St_Old Dominion,0.1873287927
2019_N Dakota St_Oregon,0.0882695369
2019_N Dakota St_Prairie View,0.5571835438
2019_N Dakota St_Purdue,0.0362140498
2019_N Dakota St_Seton Hall,0.1019251295
2019_N Dakota St_St John's,0.1301396832
2019_N Dakota St_ St. Louis,0.2068373114
2019_N Dakota St_ St. Mary's CA,0.1169826527
2019_N Dakota St_Syracuse,0.0767230413
2019_N Dakota St_Temple,0.1403907852
2019_N Dakota St_Tennessee,0.0201459015
2019_N Dakota St_Texas Tech,0.0332229545
2019_N Dakota St_UC Irvine,0.1302858876
2019_N Dakota St_UCF,0.1099823637
2019_N Dakota St_Utah St,0.0918280613
2019_N Dakota St_VA CommonWealth,0.1035673395
2019_N Dakota St_Vermont,0.2012950372
2019_N Dakota St_Villanova,0.0542082666
2019_N Dakota St_Virginia,0.0152246239
2019_N Dakota St_Virginia Tech,0.0447611295
2019_N Dakota St_Washington,0.059600939
2019_N Dakota St_Wisconsin,0.03978415
2019_N Dakota St_Wofford,0.0860383949
2019_N Dakota St_Yale,0.2981024834
2019_N Kentucky_NC Central,0.9232817272
2019_N Kentucky_Nevada,0.1737703533
2019_N Kentucky_New Mexico St,0.2949954137
2019_N Kentucky_North Carolina,0.0707920061
2019_N Kentucky_Northeastern,0.5058168109
2019_N Kentucky_Ohio St,0.2379894402
2019_N Kentucky_Oklahoma,0.2267931595
2019_N Kentucky_Old Dominion,0.444783303
2019_N Kentucky_Oregon,0.2517577748
2019_N Kentucky_Prairie View,0.8138812184
2019_N Kentucky_Purdue,0.1155020354
2019_N Kentucky_Seton Hall,0.2828588014
2019_N Kentucky_St John's,0.3420809991
2019_N Kentucky_ St. Louis,0.4754183835
2019_N Kentucky_ St. Mary's CA,0.315262661
2019_N Kentucky_Syracuse,0.224081585
2019_N Kentucky_Temple,0.3620776167
2019_N Kentucky_Tennessee,0.0666881069
2019_N Kentucky_Texas Tech,0.106687081
2019_N Kentucky_UC Irvine,0.3423715911
2019_N Kentucky_UCF,0.3004341679
2019_N Kentucky_Utah St,0.2600274702
2019_N Kentucky_VA CommonWealth,0.2864862543
2019_N Kentucky_Vermont,0.4669159271
2019_N Kentucky_Villanova,0.1661033947
2019_N Kentucky_Virginia,0.0509890491
2019_N Kentucky_Virginia Tech,0.1400431878
2019_N Kentucky_Washington,0.1805030529
2019_N Kentucky_Wisconsin,0.1258677966
2019_N Kentucky_Wofford,0.2465115378
2019_N Kentucky_Yale,0.5961237916
2019_NC Central_Nevada,0.0171039494
2019_NC Central_New Mexico St,0.0334623176
2019_NC Central_North Carolina,0.0062640639
2019_NC Central_Northeastern,0.0780754632
2019_NC Central_Ohio St,0.0251901363
2019_NC Central_Oklahoma,0.0236937732
2019_NC Central_Old Dominion,0.0621623636
2019_NC Central_Oregon,0.027085039
2019_NC Central_Prairie View,0.2656850422
2019_NC Central_Purdue,0.01068906
2019_NC Central_Seton Hall,0.0316032856
2019_NC Central_St John's,0.0412456156
2019_NC Central_ St. Louis,0.0697548221
2019_NC Central_ St. Mary's CA,0.0366965752
2019_NC Central_Syracuse,0.0233371953
2019_NC Central_Temple,0.0448556103
2019_NC Central_Tennessee,0.005877268
2019_NC Central_Texas Tech,0.0097847946
2019_NC Central_UC Irvine,0.0412966939
2019_NC Central_UCF,0.0343139409
2019_NC Central_Utah St,0.0282533905
2019_NC Central_VA CommonWealth,0.0321530399
2019_NC Central_Vermont,0.0675727861
2019_NC Central_Villanova,0.0162136575
2019_NC Central_Virginia,0.0044258146
2019_NC Central_Virginia Tech,0.0132949468
2019_NC Central_Washington,0.0178981298
2019_NC Central_Wisconsin,0.0117735622
2019_NC Central_Wofford,0.0263557188
2019_NC Central_Yale,0.1088331305
2019_Nevada_New Mexico St,0.6645489085
2019_Nevada_North Carolina,0.2650839495
2019_Nevada_Northeastern,0.8289416587
2019_Nevada_Ohio St,0.5965577503
2019_Nevada_Oklahoma,0.5813623851
2019_Nevada_Old Dominion,0.7913538618
2019_Nevada_Oregon,0.6143459463
2019_Nevada_Prairie View,0.9539246313
2019_Nevada_Purdue,0.3820501902
2019_Nevada_Seton Hall,0.6512530969
2019_Nevada_St John's,0.7111226124
2019_Nevada_ St. Louis,0.8109923312
2019_Nevada_ St. Mary's CA,0.6855179374
2019_Nevada_Syracuse,0.5775782316
2019_Nevada_Temple,0.728795256
2019_Nevada_Tennessee,0.2527807763
2019_Nevada_Texas Tech,0.3611998946
2019_Nevada_UC Irvine,0.7113877269
2019_Nevada_UCF,0.6703228369
2019_Nevada_Utah St,0.6245839862
2019_Nevada_VA CommonWealth,0.6552880261
2019_Nevada_Vermont,0.8057060687
2019_Nevada_Villanova,0.4853486561
2019_Nevada_Virginia,0.2027923488
2019_Nevada_Virginia Tech,0.4353503103
2019_Nevada_Washington,0.5104819208
2019_Nevada_Wisconsin,0.405373962
2019_Nevada_Wofford,0.6076803116
2019_Nevada_Yale,0.8748146659
2019_New Mexico St_North Carolina,0.1534748309
2019_New Mexico St_Northeastern,0.7089420628
2019_New Mexico St_Ohio St,0.426351934
2019_New Mexico St_Oklahoma,0.4110745512
2019_New Mexico St_Old Dominion,0.6559306633
2019_New Mexico St_Oregon,0.4446586222
2019_New Mexico St_Prairie View,0.9123292416
2019_New Mexico St_Purdue,0.2370812024
2019_New Mexico St_Seton Hall,0.4841698563
2019_New Mexico St_St John's,0.5530369512
2019_New Mexico St_ St. Louis,0.6832130696
2019_New Mexico St_ St. Mary's CA,0.5228226265
2019_New Mexico St_Syracuse,0.4073203623
2019_New Mexico St_Temple,0.5745953324
2019_New Mexico St_Tennessee,0.1453273634
2019_New Mexico St_Texas Tech,0.2213091204
2019_New Mexico St_UC Irvine,0.5533560239
2019_New Mexico St_UCF,0.5054377658
2019_New Mexico St_Utah St,0.4554081377
2019_New Mexico St_VA CommonWealth,0.4886199716
2019_New Mexico St_Vermont,0.6757817426
2019_New Mexico St_Villanova,0.3215809645
2019_New Mexico St_Virginia,0.1133644385
2019_New Mexico St_Virginia Tech,0.2792976543
2019_New Mexico St_Washington,0.3439005609
2019_New Mexico St_Wisconsin,0.2552098532
2019_New Mexico St_Wofford,0.4377443099
2019_New Mexico St_Yale,0.7783925009
2019_North Carolina_Northeastern,0.9304481271
2019_North Carolina_Ohio St,0.8032277102
2019_North Carolina_Oklahoma,0.7931169455
2019_North Carolina_Old Dominion,0.9128192159
2019_North Carolina_Oregon,0.8147335164
2019_North Carolina_Prairie View,0.9828043655
2019_North Carolina_Purdue,0.6305537472
2019_North Carolina_Seton Hall,0.8375349748
2019_North Carolina_St John's,0.8717242509
2019_North Carolina_ St. Louis,0.9221496687
2019_North Carolina_ St. Mary's CA,0.857502056
2019_North Carolina_Syracuse,0.790557311
2019_North Carolina_Temple,0.8812129762
2019_North Carolina_Tennessee,0.4829097554
2019_North Carolina_Texas Tech,0.6095184094
2019_North Carolina_UC Irvine,0.8718685318
2019_North Carolina_UCF,0.848783805
2019_North Carolina_Utah St,0.8212000854
2019_North Carolina_VA CommonWealth,0.839944346
2019_North Carolina_Vermont,0.9196643478
2019_North Carolina_Villanova,0.7224859119
2019_North Carolina_Virginia,0.412537752
2019_North Carolina_Virginia Tech,0.6803528603
2019_North Carolina_Washington,0.7421899637
2019_North Carolina_Wisconsin,0.6530166165
2019_North Carolina_Wofford,0.8104628229
2019_North Carolina_Yale,0.9507183062
2019_Northeastern_Ohio St,0.2330329942
2019_Northeastern_Oklahoma,0.2220019577
2019_Northeastern_Old Dominion,0.4379955783
2019_Northeastern_Oregon,0.2466073831
2019_Northeastern_Prairie View,0.8096749895
2019_Northeastern_Purdue,0.112719205
2019_Northeastern_Seton Hall,0.2773079579
2019_Northeastern_St John's,0.3359123458
2019_Northeastern_ St. Louis,0.4685576886
2019_Northeastern_ St. Mary's CA,0.3093502254
2019_Northeastern_Syracuse,0.219331418
2019_Northeastern_Temple,0.3557433462
2019_Northeastern_Tennessee,0.0649949455
2019_Northeastern_Texas Tech,0.1040916384
2019_Northeastern_UC Irvine,0.3362003753
2019_Northeastern_UCF,0.294680147
2019_Northeastern_Utah St,0.2547655024
2019_Northeastern_VA CommonWealth,0.2808921076
2019_Northeastern_Vermont,0.4600703211
2019_Northeastern_Villanova,0.1623251508
2019_Northeastern_Virginia,0.0496732613
2019_Northeastern_Virginia Tech,0.1367605021
2019_Northeastern_Washington,0.1764665824
2019_Northeastern_Wisconsin,0.1228699138
2019_Northeastern_Wofford,0.2414338415
2019_Northeastern_Yale,0.5894785882
2019_Ohio St_Oklahoma,0.483247422
2019_Ohio St_Old Dominion,0.7186351376
2019_Ohio St_Oregon,0.5175461516
2019_Ohio St_Prairie View,0.9330743216
2019_Ohio St_Purdue,0.2939535471
2019_Ohio St_Seton Hall,0.5570376038
2019_Ohio St_St John's,0.6237365459
2019_Ohio St_ St. Louis,0.7428943937
2019_Ohio St_ St. Mary's CA,0.5947997964
2019_Ohio St_Syracuse,0.4793706189
2019_Ohio St_Temple,0.6440794966
2019_Ohio St_Tennessee,0.1855422362
2019_Ohio St_Texas Tech,0.2757655575
2019_Ohio St_UC Irvine,0.6240394587
